t.name,s.id,s.name,s.description,labels(s)
"""Embedded Developer""","""KS126M46R4DMGM1D4JVS""","""MISRA C (C Programming Language)""","""MISRA C is a set of software development guidelines for the C programming language developed by MISRA. Its aims are to facilitate code safety, security, portability and reliability in the context of embedded systems, specifically those systems programmed in ISO C / C90 / C99.""","[""SpecializedSkill""]"
"""Software Developer""","""KS1267W5ZYDRRT3HMD5C""","""Managed Extensions For C++""","""Managed Extensions for C++ or Managed C++ is a now-deprecated set of language extensions for C++, including grammatical and syntactic extensions, keywords and attributes, to bring the C++ syntax and language to the .NET Framework. These extensions were created by Microsoft to allow C++ code to be targeted to the Common Language Runtime (CLR) in the form of managed code, as well as continue to interoperate with native code.""","[""SpecializedSkill""]"
"""Software Developer Engineer""","""KS1267W5ZYDRRT3HMD5C""","""Managed Extensions For C++""","""Managed Extensions for C++ or Managed C++ is a now-deprecated set of language extensions for C++, including grammatical and syntactic extensions, keywords and attributes, to bring the C++ syntax and language to the .NET Framework. These extensions were created by Microsoft to allow C++ code to be targeted to the Common Language Runtime (CLR) in the form of managed code, as well as continue to interoperate with native code.""","[""SpecializedSkill""]"
"""Software Developer/Consultant""","""KS1267W5ZYDRRT3HMD5C""","""Managed Extensions For C++""","""Managed Extensions for C++ or Managed C++ is a now-deprecated set of language extensions for C++, including grammatical and syntactic extensions, keywords and attributes, to bring the C++ syntax and language to the .NET Framework. These extensions were created by Microsoft to allow C++ code to be targeted to the Common Language Runtime (CLR) in the form of managed code, as well as continue to interoperate with native code.""","[""SpecializedSkill""]"
"""Azure Developer""","""ES8EECE68CB25EC96F70""","""Microsoft Certified: Azure AI Engineer Associate""","""Microsoft Azure, often referred to as Azure, is a cloud computing platform operated by Microsoft that provides access, management, and development of applications and services via globally-distributed data centers. Microsoft Azure has multiple capabilities such as software as a service (SaaS), platform as a service (PaaS) and infrastructure as a service (IaaS) and supports many different programming languages, tools, and frameworks, including both Microsoft-specific and third-party software and systems.""","[""Certification""]"
"""Dynamics 365 Developer""","""ESB3631405EBEEEB0053""","""Microsoft Certified: Azure AI Fundamentals""","""Microsoft Azure, often referred to as Azure, is a cloud computing platform operated by Microsoft that provides access, management, and development of applications and services via globally-distributed data centers. Microsoft Azure has multiple capabilities such as software as a service (SaaS), platform as a service (PaaS) and infrastructure as a service (IaaS) and supports many different programming languages, tools, and frameworks, including both Microsoft-specific and third-party software and systems.""","[""Certification""]"
"""Azure Developer""","""ESB3631405EBEEEB0053""","""Microsoft Certified: Azure AI Fundamentals""","""Microsoft Azure, often referred to as Azure, is a cloud computing platform operated by Microsoft that provides access, management, and development of applications and services via globally-distributed data centers. Microsoft Azure has multiple capabilities such as software as a service (SaaS), platform as a service (PaaS) and infrastructure as a service (IaaS) and supports many different programming languages, tools, and frameworks, including both Microsoft-specific and third-party software and systems.""","[""Certification""]"
"""Azure Developer""","""ES5E801B132B1738E74C""","""Microsoft Certified: Azure Cosmos DB Developer Specialty""","""Microsoft Azure, often referred to as Azure, is a cloud computing platform operated by Microsoft that provides access, management, and development of applications and services via globally-distributed data centers. Microsoft Azure has multiple capabilities such as software as a service (SaaS), platform as a service (PaaS) and infrastructure as a service (IaaS) and supports many different programming languages, tools, and frameworks, including both Microsoft-specific and third-party software and systems.""","[""Certification""]"
""".NET Azure Developer""","""ES5E801B132B1738E74C""","""Microsoft Certified: Azure Cosmos DB Developer Specialty""","""Microsoft Azure, often referred to as Azure, is a cloud computing platform operated by Microsoft that provides access, management, and development of applications and services via globally-distributed data centers. Microsoft Azure has multiple capabilities such as software as a service (SaaS), platform as a service (PaaS) and infrastructure as a service (IaaS) and supports many different programming languages, tools, and frameworks, including both Microsoft-specific and third-party software and systems.""","[""Certification""]"
"""Database Developer""","""ESAFB223A264F18B879A""","""Microsoft Certified: Azure Data Fundamentals""","""Microsoft Azure, often referred to as Azure, is a cloud computing platform operated by Microsoft that provides access, management, and development of applications and services via globally-distributed data centers. Microsoft Azure has multiple capabilities such as software as a service (SaaS), platform as a service (PaaS) and infrastructure as a service (IaaS) and supports many different programming languages, tools, and frameworks, including both Microsoft-specific and third-party software and systems.""","[""Certification""]"
"""Azure Developer""","""ES6B5B8FCD1B149E1658""","""Microsoft Certified: Azure Data Scientist Associate""","""Microsoft Azure, often referred to as Azure, is a cloud computing platform operated by Microsoft that provides access, management, and development of applications and services via globally-distributed data centers. Microsoft Azure has multiple capabilities such as software as a service (SaaS), platform as a service (PaaS) and infrastructure as a service (IaaS) and supports many different programming languages, tools, and frameworks, including both Microsoft-specific and third-party software and systems.""","[""Certification""]"
